PICI_ID_allsets,All_Functions
ESCO001.0321.01270.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'site-specific integrase  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)']"
ESCO001.0321.01271.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'site-specific integrase  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)']"
ESCO001.0321.01272.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01273.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01274.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01276.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01277.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01279.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01280.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01281.C001.CFPICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01281.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)']"
ESCO001.0321.01282.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
