Description	Count	contig
CARD_AMR_Genes	0	ESCO001.0321.00406.C001.PICI.TypeA.Set2
CDS	21	STAU002.0321.00335.C001.PICI.TypeB.variant0002.Set2
connector	0	STAU002.0321.00335.C001.PICI.TypeB.variant0002.Set2
DNA, RNA and nucleotide metabolism	3	STAU002.0321.00335.C001.PICI.TypeB.variant0002.Set2
head and packaging	2	STAU002.0321.00335.C001.PICI.TypeB.variant0002.Set2
integration and excision	1	STAU002.0321.00335.C001.PICI.TypeB.variant0002.Set2
lysis	0	STAU002.0321.00335.C001.PICI.TypeB.variant0002.Set2
moron, auxiliary metabolic gene and host takeover	0	STAU002.0321.00335.C001.PICI.TypeB.variant0002.Set2
other	0	STAU002.0321.00335.C001.PICI.TypeB.variant0002.Set2
tail	0	STAU002.0321.00335.C001.PICI.TypeB.variant0002.Set2
transcription regulation	2	STAU002.0321.00335.C001.PICI.TypeB.variant0002.Set2
unknown function	13	STAU002.0321.00335.C001.PICI.TypeB.variant0002.Set2
tRNAs	0	STAU002.0321.00335.C001.PICI.TypeB.variant0002.Set2
CRISPRs	0	STAU002.0321.00335.C001.PICI.TypeB.variant0002.Set2
tmRNAs	0	STAU002.0321.00335.C001.PICI.TypeB.variant0002.Set2
VFDB_Virulence_Factors	0	STAU002.0321.00335.C001.PICI.TypeB.variant0002.Set2
CARD_AMR_Genes	0	STAU002.0321.00335.C001.PICI.TypeB.variant0002.Set2
CDS	18	NOFA001.0321.00003.C001.PICI.TypeB.variant0001.Set1
connector	0	NOFA001.0321.00003.C001.PICI.TypeB.variant0001.Set1
DNA, RNA and nucleotide metabolism	4	NOFA001.0321.00003.C001.PICI.TypeB.variant0001.Set1
head and packaging	2	NOFA001.0321.00003.C001.PICI.TypeB.variant0001.Set1
integration and excision	2	NOFA001.0321.00003.C001.PICI.TypeB.variant0001.Set1
lysis	0	NOFA001.0321.00003.C001.PICI.TypeB.variant0001.Set1
moron, auxiliary metabolic gene and host takeover	0	NOFA001.0321.00003.C001.PICI.TypeB.variant0001.Set1
other	0	NOFA001.0321.00003.C001.PICI.TypeB.variant0001.Set1
tail	0	NOFA001.0321.00003.C001.PICI.TypeB.variant0001.Set1
transcription regulation	0	NOFA001.0321.00003.C001.PICI.TypeB.variant0001.Set1
unknown function	10	NOFA001.0321.00003.C001.PICI.TypeB.variant0001.Set1
tRNAs	0	NOFA001.0321.00003.C001.PICI.TypeB.variant0001.Set1
CRISPRs	0	NOFA001.0321.00003.C001.PICI.TypeB.variant0001.Set1
tmRNAs	0	NOFA001.0321.00003.C001.PICI.TypeB.variant0001.Set1
VFDB_Virulence_Factors	0	NOFA001.0321.00003.C001.PICI.TypeB.variant0001.Set1
CARD_AMR_Genes	0	NOFA001.0321.00003.C001.PICI.TypeB.variant0001.Set1
CDS	19	ESCO001.0321.00797.C001.PICI.TypeA.Set1
connector	0	ESCO001.0321.00797.C001.PICI.TypeA.Set1
DNA, RNA and nucleotide metabolism	2	ESCO001.0321.00797.C001.PICI.TypeA.Set1
head and packaging	3	ESCO001.0321.00797.C001.PICI.TypeA.Set1
integration and excision	2	ESCO001.0321.00797.C001.PICI.TypeA.Set1
lysis	0	ESCO001.0321.00797.C001.PICI.TypeA.Set1
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.00797.C001.PICI.TypeA.Set1
other	0	ESCO001.0321.00797.C001.PICI.TypeA.Set1
tail	0	ESCO001.0321.00797.C001.PICI.TypeA.Set1
transcription regulation	0	ESCO001.0321.00797.C001.PICI.TypeA.Set1
unknown function	12	ESCO001.0321.00797.C001.PICI.TypeA.Set1
tRNAs	0	ESCO001.0321.00797.C001.PICI.TypeA.Set1
CRISPRs	0	ESCO001.0321.00797.C001.PICI.TypeA.Set1
tmRNAs	0	ESCO001.0321.00797.C001.PICI.TypeA.Set1
VFDB_Virulence_Factors	0	ESCO001.0321.00797.C001.PICI.TypeA.Set1
CARD_AMR_Genes	0	ESCO001.0321.00797.C001.PICI.TypeA.Set1
CDS	16	ESCO001.0321.01359.C001.PICI.TypeA.Set2
connector	0	ESCO001.0321.01359.C001.PICI.TypeA.Set2
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.01359.C001.PICI.TypeA.Set2
head and packaging	3	ESCO001.0321.01359.C001.PICI.TypeA.Set2
integration and excision	2	ESCO001.0321.01359.C001.PICI.TypeA.Set2
lysis	0	ESCO001.0321.01359.C001.PICI.TypeA.Set2
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.01359.C001.PICI.TypeA.Set2
other	0	ESCO001.0321.01359.C001.PICI.TypeA.Set2
tail	0	ESCO001.0321.01359.C001.PICI.TypeA.Set2
transcription regulation	1	ESCO001.0321.01359.C001.PICI.TypeA.Set2
unknown function	9	ESCO001.0321.01359.C001.PICI.TypeA.Set2
tRNAs	0	ESCO001.0321.01359.C001.PICI.TypeA.Set2
CRISPRs	0	ESCO001.0321.01359.C001.PICI.TypeA.Set2
tmRNAs	0	ESCO001.0321.01359.C001.PICI.TypeA.Set2
VFDB_Virulence_Factors	0	ESCO001.0321.01359.C001.PICI.TypeA.Set2
CARD_AMR_Genes	0	ESCO001.0321.01359.C001.PICI.TypeA.Set2
CDS	23	STAU002.0321.00129.C001.PICI.TypeB.variant0002.Set2
connector	0	STAU002.0321.00129.C001.PICI.TypeB.variant0002.Set2
DNA, RNA and nucleotide metabolism	3	STAU002.0321.00129.C001.PICI.TypeB.variant0002.Set2
head and packaging	2	STAU002.0321.00129.C001.PICI.TypeB.variant0002.Set2
integration and excision	1	STAU002.0321.00129.C001.PICI.TypeB.variant0002.Set2
lysis	0	STAU002.0321.00129.C001.PICI.TypeB.variant0002.Set2
moron, auxiliary metabolic gene and host takeover	2	STAU002.0321.00129.C001.PICI.TypeB.variant0002.Set2
other	0	STAU002.0321.00129.C001.PICI.TypeB.variant0002.Set2
tail	0	STAU002.0321.00129.C001.PICI.TypeB.variant0002.Set2
transcription regulation	2	STAU002.0321.00129.C001.PICI.TypeB.variant0002.Set2
unknown function	13	STAU002.0321.00129.C001.PICI.TypeB.variant0002.Set2
tRNAs	0	STAU002.0321.00129.C001.PICI.TypeB.variant0002.Set2
CRISPRs	0	STAU002.0321.00129.C001.PICI.TypeB.variant0002.Set2
tmRNAs	0	STAU002.0321.00129.C001.PICI.TypeB.variant0002.Set2
VFDB_Virulence_Factors	0	STAU002.0321.00129.C001.PICI.TypeB.variant0002.Set2
CARD_AMR_Genes	0	STAU002.0321.00129.C001.PICI.TypeB.variant0002.Set2
CDS	13	MYTU002.0321.00163.C001.PICI.TypeB.variant0003.Set2
connector	0	MYTU002.0321.00163.C001.PICI.TypeB.variant0003.Set2
DNA, RNA and nucleotide metabolism	0	MYTU002.0321.00163.C001.PICI.TypeB.variant0003.Set2
head and packaging	3	MYTU002.0321.00163.C001.PICI.TypeB.variant0003.Set2
integration and excision	2	MYTU002.0321.00163.C001.PICI.TypeB.variant0003.Set2
lysis	0	MYTU002.0321.00163.C001.PICI.TypeB.variant0003.Set2
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00163.C001.PICI.TypeB.variant0003.Set2
other	0	MYTU002.0321.00163.C001.PICI.TypeB.variant0003.Set2
tail	0	MYTU002.0321.00163.C001.PICI.TypeB.variant0003.Set2
transcription regulation	0	MYTU002.0321.00163.C001.PICI.TypeB.variant0003.Set2
unknown function	8	MYTU002.0321.00163.C001.PICI.TypeB.variant0003.Set2
tRNAs	0	MYTU002.0321.00163.C001.PICI.TypeB.variant0003.Set2
CRISPRs	0	MYTU002.0321.00163.C001.PICI.TypeB.variant0003.Set2
tmRNAs	0	MYTU002.0321.00163.C001.PICI.TypeB.variant0003.Set2
VFDB_Virulence_Factors	0	MYTU002.0321.00163.C001.PICI.TypeB.variant0003.Set2
CARD_AMR_Genes	0	MYTU002.0321.00163.C001.PICI.TypeB.variant0003.Set2
CDS	13	MYTU002.0321.00089.C001.PICI.TypeB.variant0003.Set1
connector	0	MYTU002.0321.00089.C001.PICI.TypeB.variant0003.Set1
DNA, RNA and nucleotide metabolism	0	MYTU002.0321.00089.C001.PICI.TypeB.variant0003.Set1
head and packaging	3	MYTU002.0321.00089.C001.PICI.TypeB.variant0003.Set1
integration and excision	2	MYTU002.0321.00089.C001.PICI.TypeB.variant0003.Set1
lysis	0	MYTU002.0321.00089.C001.PICI.TypeB.variant0003.Set1
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00089.C001.PICI.TypeB.variant0003.Set1
other	0	MYTU002.0321.00089.C001.PICI.TypeB.variant0003.Set1
tail	0	MYTU002.0321.00089.C001.PICI.TypeB.variant0003.Set1
transcription regulation	0	MYTU002.0321.00089.C001.PICI.TypeB.variant0003.Set1
unknown function	8	MYTU002.0321.00089.C001.PICI.TypeB.variant0003.Set1
tRNAs	0	MYTU002.0321.00089.C001.PICI.TypeB.variant0003.Set1
CRISPRs	0	MYTU002.0321.00089.C001.PICI.TypeB.variant0003.Set1
tmRNAs	0	MYTU002.0321.00089.C001.PICI.TypeB.variant0003.Set1
VFDB_Virulence_Factors	0	MYTU002.0321.00089.C001.PICI.TypeB.variant0003.Set1
CARD_AMR_Genes	0	MYTU002.0321.00089.C001.PICI.TypeB.variant0003.Set1
CDS	19	STAU002.0321.00453.C001.PICI.TypeB.variant0002.Set2
connector	0	STAU002.0321.00453.C001.PICI.TypeB.variant0002.Set2
DNA, RNA and nucleotide metabolism	3	STAU002.0321.00453.C001.PICI.TypeB.variant0002.Set2
head and packaging	2	STAU002.0321.00453.C001.PICI.TypeB.variant0002.Set2
integration and excision	1	STAU002.0321.00453.C001.PICI.TypeB.variant0002.Set2
lysis	0	STAU002.0321.00453.C001.PICI.TypeB.variant0002.Set2
moron, auxiliary metabolic gene and host takeover	0	STAU002.0321.00453.C001.PICI.TypeB.variant0002.Set2
other	0	STAU002.0321.00453.C001.PICI.TypeB.variant0002.Set2
tail	0	STAU002.0321.00453.C001.PICI.TypeB.variant0002.Set2
transcription regulation	2	STAU002.0321.00453.C001.PICI.TypeB.variant0002.Set2
unknown function	11	STAU002.0321.00453.C001.PICI.TypeB.variant0002.Set2
tRNAs	0	STAU002.0321.00453.C001.PICI.TypeB.variant0002.Set2
CRISPRs	0	STAU002.0321.00453.C001.PICI.TypeB.variant0002.Set2
tmRNAs	0	STAU002.0321.00453.C001.PICI.TypeB.variant0002.Set2
VFDB_Virulence_Factors	0	STAU002.0321.00453.C001.PICI.TypeB.variant0002.Set2
CARD_AMR_Genes	0	STAU002.0321.00453.C001.PICI.TypeB.variant0002.Set2
CDS	11	CRSP004.0321.00001.C001.PICI.TypeB.variant0001.Set2
connector	0	CRSP004.0321.00001.C001.PICI.TypeB.variant0001.Set2
DNA, RNA and nucleotide metabolism	1	CRSP004.0321.00001.C001.PICI.TypeB.variant0001.Set2
head and packaging	1	CRSP004.0321.00001.C001.PICI.TypeB.variant0001.Set2
integration and excision	1	CRSP004.0321.00001.C001.PICI.TypeB.variant0001.Set2
lysis	0	CRSP004.0321.00001.C001.PICI.TypeB.variant0001.Set2
moron, auxiliary metabolic gene and host takeover	0	CRSP004.0321.00001.C001.PICI.TypeB.variant0001.Set2
other	0	CRSP004.0321.00001.C001.PICI.TypeB.variant0001.Set2
tail	0	CRSP004.0321.00001.C001.PICI.TypeB.variant0001.Set2
transcription regulation	0	CRSP004.0321.00001.C001.PICI.TypeB.variant0001.Set2
unknown function	8	CRSP004.0321.00001.C001.PICI.TypeB.variant0001.Set2
tRNAs	0	CRSP004.0321.00001.C001.PICI.TypeB.variant0001.Set2
CRISPRs	0	CRSP004.0321.00001.C001.PICI.TypeB.variant0001.Set2
tmRNAs	0	CRSP004.0321.00001.C001.PICI.TypeB.variant0001.Set2
VFDB_Virulence_Factors	0	CRSP004.0321.00001.C001.PICI.TypeB.variant0001.Set2
CARD_AMR_Genes	0	CRSP004.0321.00001.C001.PICI.TypeB.variant0001.Set2
CDS	13	COAM002.0321.00002.C001.PICI.TypeB.variant0001.Set1
connector	0	COAM002.0321.00002.C001.PICI.TypeB.variant0001.Set1
DNA, RNA and nucleotide metabolism	1	COAM002.0321.00002.C001.PICI.TypeB.variant0001.Set1
head and packaging	1	COAM002.0321.00002.C001.PICI.TypeB.variant0001.Set1
integration and excision	1	COAM002.0321.00002.C001.PICI.TypeB.variant0001.Set1
lysis	0	COAM002.0321.00002.C001.PICI.TypeB.variant0001.Set1
moron, auxiliary metabolic gene and host takeover	0	COAM002.0321.00002.C001.PICI.TypeB.variant0001.Set1
other	0	COAM002.0321.00002.C001.PICI.TypeB.variant0001.Set1
tail	0	COAM002.0321.00002.C001.PICI.TypeB.variant0001.Set1
transcription regulation	0	COAM002.0321.00002.C001.PICI.TypeB.variant0001.Set1
unknown function	10	COAM002.0321.00002.C001.PICI.TypeB.variant0001.Set1
tRNAs	0	COAM002.0321.00002.C001.PICI.TypeB.variant0001.Set1
CRISPRs	0	COAM002.0321.00002.C001.PICI.TypeB.variant0001.Set1
tmRNAs	0	COAM002.0321.00002.C001.PICI.TypeB.variant0001.Set1
VFDB_Virulence_Factors	0	COAM002.0321.00002.C001.PICI.TypeB.variant0001.Set1
CARD_AMR_Genes	0	COAM002.0321.00002.C001.PICI.TypeB.variant0001.Set1
CDS	18	MYPS001.0321.00001.C001.PICI.TypeB.variant0001.Set2
connector	0	MYPS001.0321.00001.C001.PICI.TypeB.variant0001.Set2
DNA, RNA and nucleotide metabolism	3	MYPS001.0321.00001.C001.PICI.TypeB.variant0001.Set2
head and packaging	1	MYPS001.0321.00001.C001.PICI.TypeB.variant0001.Set2
integration and excision	2	MYPS001.0321.00001.C001.PICI.TypeB.variant0001.Set2
lysis	0	MYPS001.0321.00001.C001.PICI.TypeB.variant0001.Set2
moron, auxiliary metabolic gene and host takeover	0	MYPS001.0321.00001.C001.PICI.TypeB.variant0001.Set2
other	0	MYPS001.0321.00001.C001.PICI.TypeB.variant0001.Set2
tail	0	MYPS001.0321.00001.C001.PICI.TypeB.variant0001.Set2
transcription regulation	0	MYPS001.0321.00001.C001.PICI.TypeB.variant0001.Set2
unknown function	12	MYPS001.0321.00001.C001.PICI.TypeB.variant0001.Set2
tRNAs	0	MYPS001.0321.00001.C001.PICI.TypeB.variant0001.Set2
CRISPRs	0	MYPS001.0321.00001.C001.PICI.TypeB.variant0001.Set2
tmRNAs	0	MYPS001.0321.00001.C001.PICI.TypeB.variant0001.Set2
VFDB_Virulence_Factors	0	MYPS001.0321.00001.C001.PICI.TypeB.variant0001.Set2
CARD_AMR_Genes	0	MYPS001.0321.00001.C001.PICI.TypeB.variant0001.Set2
CDS	25	STAU002.0321.00273.C001.PICI.TypeB.variant0002.Set1
connector	0	STAU002.0321.00273.C001.PICI.TypeB.variant0002.Set1
DNA, RNA and nucleotide metabolism	3	STAU002.0321.00273.C001.PICI.TypeB.variant0002.Set1
head and packaging	2	STAU002.0321.00273.C001.PICI.TypeB.variant0002.Set1
integration and excision	1	STAU002.0321.00273.C001.PICI.TypeB.variant0002.Set1
lysis	0	STAU002.0321.00273.C001.PICI.TypeB.variant0002.Set1
moron, auxiliary metabolic gene and host takeover	2	STAU002.0321.00273.C001.PICI.TypeB.variant0002.Set1
other	1	STAU002.0321.00273.C001.PICI.TypeB.variant0002.Set1
tail	0	STAU002.0321.00273.C001.PICI.TypeB.variant0002.Set1
transcription regulation	2	STAU002.0321.00273.C001.PICI.TypeB.variant0002.Set1
unknown function	14	STAU002.0321.00273.C001.PICI.TypeB.variant0002.Set1
tRNAs	0	STAU002.0321.00273.C001.PICI.TypeB.variant0002.Set1
CRISPRs	0	STAU002.0321.00273.C001.PICI.TypeB.variant0002.Set1
tmRNAs	0	STAU002.0321.00273.C001.PICI.TypeB.variant0002.Set1
VFDB_Virulence_Factors	0	STAU002.0321.00273.C001.PICI.TypeB.variant0002.Set1
CARD_AMR_Genes	0	STAU002.0321.00273.C001.PICI.TypeB.variant0002.Set1
CDS	13	MYTU002.0321.00048.C001.PICI.TypeB.variant0004.Set1
connector	0	MYTU002.0321.00048.C001.PICI.TypeB.variant0004.Set1
DNA, RNA and nucleotide metabolism	1	MYTU002.0321.00048.C001.PICI.TypeB.variant0004.Set1
head and packaging	3	MYTU002.0321.00048.C001.PICI.TypeB.variant0004.Set1
integration and excision	1	MYTU002.0321.00048.C001.PICI.TypeB.variant0004.Set1
lysis	0	MYTU002.0321.00048.C001.PICI.TypeB.variant0004.Set1
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00048.C001.PICI.TypeB.variant0004.Set1
other	0	MYTU002.0321.00048.C001.PICI.TypeB.variant0004.Set1
tail	0	MYTU002.0321.00048.C001.PICI.TypeB.variant0004.Set1
transcription regulation	0	MYTU002.0321.00048.C001.PICI.TypeB.variant0004.Set1
unknown function	8	MYTU002.0321.00048.C001.PICI.TypeB.variant0004.Set1
tRNAs	0	MYTU002.0321.00048.C001.PICI.TypeB.variant0004.Set1
CRISPRs	0	MYTU002.0321.00048.C001.PICI.TypeB.variant0004.Set1
tmRNAs	0	MYTU002.0321.00048.C001.PICI.TypeB.variant0004.Set1
VFDB_Virulence_Factors	0	MYTU002.0321.00048.C001.PICI.TypeB.variant0004.Set1
CARD_AMR_Genes	0	MYTU002.0321.00048.C001.PICI.TypeB.variant0004.Set1
CDS	22	STAU002.0321.00435.C001.PICI.TypeB.variant0002.Set2
connector	0	STAU002.0321.00435.C001.PICI.TypeB.variant0002.Set2
DNA, RNA and nucleotide metabolism	2	STAU002.0321.00435.C001.PICI.TypeB.variant0002.Set2
head and packaging	2	STAU002.0321.00435.C001.PICI.TypeB.variant0002.Set2
integration and excision	1	STAU002.0321.00435.C001.PICI.TypeB.variant0002.Set2
lysis	0	STAU002.0321.00435.C001.PICI.TypeB.variant0002.Set2
moron, auxiliary metabolic gene and host takeover	0	STAU002.0321.00435.C001.PICI.TypeB.variant0002.Set2
other	0	STAU002.0321.00435.C001.PICI.TypeB.variant0002.Set2
tail	0	STAU002.0321.00435.C001.PICI.TypeB.variant0002.Set2
transcription regulation	1	STAU002.0321.00435.C001.PICI.TypeB.variant0002.Set2
unknown function	16	STAU002.0321.00435.C001.PICI.TypeB.variant0002.Set2
tRNAs	0	STAU002.0321.00435.C001.PICI.TypeB.variant0002.Set2
CRISPRs	0	STAU002.0321.00435.C001.PICI.TypeB.variant0002.Set2
tmRNAs	0	STAU002.0321.00435.C001.PICI.TypeB.variant0002.Set2
VFDB_Virulence_Factors	0	STAU002.0321.00435.C001.PICI.TypeB.variant0002.Set2
CARD_AMR_Genes	0	STAU002.0321.00435.C001.PICI.TypeB.variant0002.Set2
CDS	13	MYTU002.0321.00049.C001.PICI.TypeB.variant0004.Set2
connector	0	MYTU002.0321.00049.C001.PICI.TypeB.variant0004.Set2
DNA, RNA and nucleotide metabolism	1	MYTU002.0321.00049.C001.PICI.TypeB.variant0004.Set2
head and packaging	3	MYTU002.0321.00049.C001.PICI.TypeB.variant0004.Set2
integration and excision	1	MYTU002.0321.00049.C001.PICI.TypeB.variant0004.Set2
lysis	0	MYTU002.0321.00049.C001.PICI.TypeB.variant0004.Set2
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00049.C001.PICI.TypeB.variant0004.Set2
other	0	MYTU002.0321.00049.C001.PICI.TypeB.variant0004.Set2
tail	0	MYTU002.0321.00049.C001.PICI.TypeB.variant0004.Set2
transcription regulation	0	MYTU002.0321.00049.C001.PICI.TypeB.variant0004.Set2
unknown function	8	MYTU002.0321.00049.C001.PICI.TypeB.variant0004.Set2
tRNAs	0	MYTU002.0321.00049.C001.PICI.TypeB.variant0004.Set2
CRISPRs	0	MYTU002.0321.00049.C001.PICI.TypeB.variant0004.Set2
tmRNAs	0	MYTU002.0321.00049.C001.PICI.TypeB.variant0004.Set2
VFDB_Virulence_Factors	0	MYTU002.0321.00049.C001.PICI.TypeB.variant0004.Set2
CARD_AMR_Genes	0	MYTU002.0321.00049.C001.PICI.TypeB.variant0004.Set2
CDS	21	STAU002.0321.00007.C001.PICI.TypeB.variant0002.Set2
connector	0	STAU002.0321.00007.C001.PICI.TypeB.variant0002.Set2
DNA, RNA and nucleotide metabolism	3	STAU002.0321.00007.C001.PICI.TypeB.variant0002.Set2
head and packaging	2	STAU002.0321.00007.C001.PICI.TypeB.variant0002.Set2
integration and excision	1	STAU002.0321.00007.C001.PICI.TypeB.variant0002.Set2
lysis	0	STAU002.0321.00007.C001.PICI.TypeB.variant0002.Set2
moron, auxiliary metabolic gene and host takeover	0	STAU002.0321.00007.C001.PICI.TypeB.variant0002.Set2
other	0	STAU002.0321.00007.C001.PICI.TypeB.variant0002.Set2
tail	0	STAU002.0321.00007.C001.PICI.TypeB.variant0002.Set2
transcription regulation	3	STAU002.0321.00007.C001.PICI.TypeB.variant0002.Set2
unknown function	12	STAU002.0321.00007.C001.PICI.TypeB.variant0002.Set2
tRNAs	0	STAU002.0321.00007.C001.PICI.TypeB.variant0002.Set2
CRISPRs	0	STAU002.0321.00007.C001.PICI.TypeB.variant0002.Set2
tmRNAs	0	STAU002.0321.00007.C001.PICI.TypeB.variant0002.Set2
VFDB_Virulence_Factors	0	STAU002.0321.00007.C001.PICI.TypeB.variant0002.Set2
CARD_AMR_Genes	0	STAU002.0321.00007.C001.PICI.TypeB.variant0002.Set2
CDS	24	ESCO001.0321.01296.C001.PICI.TypeA.Set1
connector	0	ESCO001.0321.01296.C001.PICI.TypeA.Set1
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.01296.C001.PICI.TypeA.Set1
head and packaging	3	ESCO001.0321.01296.C001.PICI.TypeA.Set1
integration and excision	1	ESCO001.0321.01296.C001.PICI.TypeA.Set1
lysis	0	ESCO001.0321.01296.C001.PICI.TypeA.Set1
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.01296.C001.PICI.TypeA.Set1
other	0	ESCO001.0321.01296.C001.PICI.TypeA.Set1
tail	0	ESCO001.0321.01296.C001.PICI.TypeA.Set1
transcription regulation	1	ESCO001.0321.01296.C001.PICI.TypeA.Set1
unknown function	18	ESCO001.0321.01296.C001.PICI.TypeA.Set1
tRNAs	0	ESCO001.0321.01296.C001.PICI.TypeA.Set1
CRISPRs	0	ESCO001.0321.01296.C001.PICI.TypeA.Set1
tmRNAs	0	ESCO001.0321.01296.C001.PICI.TypeA.Set1
VFDB_Virulence_Factors	0	ESCO001.0321.01296.C001.PICI.TypeA.Set1
CARD_AMR_Genes	0	ESCO001.0321.01296.C001.PICI.TypeA.Set1
CDS	21	STAU002.0321.00451.C001.PICI.TypeB.variant0002.Set1
connector	0	STAU002.0321.00451.C001.PICI.TypeB.variant0002.Set1
DNA, RNA and nucleotide metabolism	2	STAU002.0321.00451.C001.PICI.TypeB.variant0002.Set1
head and packaging	2	STAU002.0321.00451.C001.PICI.TypeB.variant0002.Set1
integration and excision	1	STAU002.0321.00451.C001.PICI.TypeB.variant0002.Set1
lysis	0	STAU002.0321.00451.C001.PICI.TypeB.variant0002.Set1
moron, auxiliary metabolic gene and host takeover	0	STAU002.0321.00451.C001.PICI.TypeB.variant0002.Set1
other	0	STAU002.0321.00451.C001.PICI.TypeB.variant0002.Set1
tail	0	STAU002.0321.00451.C001.PICI.TypeB.variant0002.Set1
transcription regulation	2	STAU002.0321.00451.C001.PICI.TypeB.variant0002.Set1
unknown function	14	STAU002.0321.00451.C001.PICI.TypeB.variant0002.Set1
tRNAs	0	STAU002.0321.00451.C001.PICI.TypeB.variant0002.Set1
CRISPRs	0	STAU002.0321.00451.C001.PICI.TypeB.variant0002.Set1
tmRNAs	0	STAU002.0321.00451.C001.PICI.TypeB.variant0002.Set1
VFDB_Virulence_Factors	0	STAU002.0321.00451.C001.PICI.TypeB.variant0002.Set1
CARD_AMR_Genes	0	STAU002.0321.00451.C001.PICI.TypeB.variant0002.Set1
CDS	7	NIWA001.0321.00001.C001.PICI.TypeB.variant0002.Set1
connector	0	NIWA001.0321.00001.C001.PICI.TypeB.variant0002.Set1
DNA, RNA and nucleotide metabolism	2	NIWA001.0321.00001.C001.PICI.TypeB.variant0002.Set1
head and packaging	1	NIWA001.0321.00001.C001.PICI.TypeB.variant0002.Set1
integration and excision	2	NIWA001.0321.00001.C001.PICI.TypeB.variant0002.Set1
lysis	0	NIWA001.0321.00001.C001.PICI.TypeB.variant0002.Set1
moron, auxiliary metabolic gene and host takeover	0	NIWA001.0321.00001.C001.PICI.TypeB.variant0002.Set1
other	0	NIWA001.0321.00001.C001.PICI.TypeB.variant0002.Set1
tail	0	NIWA001.0321.00001.C001.PICI.TypeB.variant0002.Set1
transcription regulation	0	NIWA001.0321.00001.C001.PICI.TypeB.variant0002.Set1
unknown function	2	NIWA001.0321.00001.C001.PICI.TypeB.variant0002.Set1
tRNAs	0	NIWA001.0321.00001.C001.PICI.TypeB.variant0002.Set1
CRISPRs	0	NIWA001.0321.00001.C001.PICI.TypeB.variant0002.Set1
tmRNAs	0	NIWA001.0321.00001.C001.PICI.TypeB.variant0002.Set1
VFDB_Virulence_Factors	0	NIWA001.0321.00001.C001.PICI.TypeB.variant0002.Set1
CARD_AMR_Genes	0	NIWA001.0321.00001.C001.PICI.TypeB.variant0002.Set1
CDS	19	SHBO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
connector	0	SHBO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
DNA, RNA and nucleotide metabolism	1	SHBO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
head and packaging	1	SHBO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
integration and excision	1	SHBO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
lysis	0	SHBO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
moron, auxiliary metabolic gene and host takeover	0	SHBO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
other	0	SHBO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
tail	0	SHBO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
transcription regulation	0	SHBO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
unknown function	16	SHBO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
tRNAs	0	SHBO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
CRISPRs	0	SHBO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
tmRNAs	0	SHBO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
VFDB_Virulence_Factors	0	SHBO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
CARD_AMR_Genes	0	SHBO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
CDS	13	MYTU002.0321.00108.C001.PICI.TypeB.variant0003.Set1
connector	0	MYTU002.0321.00108.C001.PICI.TypeB.variant0003.Set1
